,Sno,Headline,Covid,Sentiment,Covid_punct,clean_covid,clean_covid_v2,clean_covid_v3,clean_covid_v4,clean_covid_v5,clean_covid_v6,covid_token,covid_token_filtered,covid_stemmed,covid_lemmatized
2834,2834,"Construction workers in Punjab to get ₹3,000 amid coronavirus lockdown",1,1,Construction workers in Punjab to get ₹ amid coronavirus lockdown,Construction workers in Punjab to get ₹ amid coronavirus lockdown,Construction workers in Punjab to get ₹ amid coronavirus lockdown,Construction workers in Punjab to get ₹ amid coronavirus lockdown,construction workers in punjab to get ₹ amid coronavirus lockdown,construction workers in punjab to get   amid coronavirus lockdown,construction workers in punjab to get   amid coronavirus lockdown,"['construction', 'workers', 'in', 'punjab', 'to', 'get', 'amid', 'coronavirus', 'lockdown']","['construction', 'workers', 'punjab', 'get', 'amid', 'coronavirus', 'lockdown']",construct worker punjab get amid coronaviru lockdown,construction worker punjab get amid coronavirus lockdown
2835,2835,Request citizens to stay at home for the next few days as well: Kejriwal,1,0,Request citizens to stay at home for the next few days as well Kejriwal,Request citizens to stay at home for the next few days as well Kejriwal,Request citizens to stay at home for the next few days as well Kejriwal,Request citizens to stay at home for the next few days as well Kejriwal,request citizens to stay at home for the next few days as well kejriwal,request citizens to stay at home for the next few days as well kejriwal,request citizens to stay at home for the next few days as well kejriwal,"['request', 'citizens', 'to', 'stay', 'at', 'home', 'for', 'the', 'next', 'few', 'days', 'as', 'well', 'kejriwal']","['request', 'citizens', 'stay', 'home', 'next', 'days', 'well', 'kejriwal']",request citizen stay home next day well kejriw,request citizen stay home next day well kejriwal
2836,2836,Anti-social elements exhorting people to come outdoors after 9pm: Health Minister,1,0,Antisocial elements exhorting people to come outdoors after pm Health Minister,Antisocial elements exhorting people to come outdoors after pm Health Minister,Antisocial elements exhorting people to come outdoors after pm Health Minister,Antisocial elements exhorting people to come outdoors after pm Health Minister,antisocial elements exhorting people to come outdoors after pm health minister,antisocial elements exhorting people to come outdoors after pm health minister,antisocial elements exhorting people to come outdoors after pm health minister,"['antisocial', 'elements', 'exhorting', 'people', 'to', 'come', 'outdoors', 'after', 'pm', 'health', 'minister']","['antisocial', 'elements', 'exhorting', 'people', 'come', 'outdoors', 'pm', 'health', 'minister']",antisoci element exhort peopl come outdoor pm health minist,antisocial element exhorting people come outdoors pm health minister
2837,2837,"Kerala temple officials booked for organising festival with 1,000 people",1,0,Kerala temple officials booked for organising festival with  people,Kerala temple officials booked for organising festival with  people,Kerala temple officials booked for organising festival with  people,Kerala temple officials booked for organising festival with  people,kerala temple officials booked for organising festival with  people,kerala temple officials booked for organising festival with  people,kerala temple officials booked for organising festival with  people,"['kerala', 'temple', 'officials', 'booked', 'for', 'organising', 'festival', 'with', 'people']","['kerala', 'temple', 'officials', 'booked', 'organising', 'festival', 'people']",kerala templ offici book organis festiv peopl,kerala temple official booked organising festival people
2838,2838,60 private labs have registered so far to conduct COVID-19 tests: ICMR,1,1, private labs have registered so far to conduct COVID tests ICMR, private labs have registered so far to conduct COVID tests ICMR, private labs have registered so far to conduct COVID tests ICMR, private labs have registered so far to conduct COVID tests ICMR, private labs have registered so far to conduct covid tests icmr, private labs have registered so far to conduct covid tests icmr, private labs have registered so far to conduct covid tests icmr,"['private', 'labs', 'have', 'registered', 'so', 'far', 'to', 'conduct', 'covid', 'tests', 'icmr']","['private', 'labs', 'registered', 'far', 'conduct', 'covid', 'tests', 'icmr']",privat lab regist far conduct covid test icmr,private lab registered far conduct covid test icmr
2839,2839,Air India crew who evacuated 263 Indians from Rome advised home quarantine,1,0,Air India crew who evacuated  Indians from Rome advised home quarantine,Air India crew who evacuated  Indians from Rome advised home quarantine,Air India crew who evacuated  Indians from Rome advised home quarantine,Air India crew who evacuated  Indians from Rome advised home quarantine,air india crew who evacuated  indians from rome advised home quarantine,air india crew who evacuated  indians from rome advised home quarantine,air india crew who evacuated  indians from rome advised home quarantine,"['air', 'india', 'crew', 'who', 'evacuated', 'indians', 'from', 'rome', 'advised', 'home', 'quarantine']","['air', 'india', 'crew', 'evacuated', 'indians', 'rome', 'advised', 'home', 'quarantine']",air india crew evacu indian rome advis home quarantin,air india crew evacuated indian rome advised home quarantine
2840,2840,"33-year-old Dharwad man tests positive for coronavirus, Karnataka tally now at 21",1,0,yearold Dharwad man tests positive for coronavirus Karnataka tally now at ,yearold Dharwad man tests positive for coronavirus Karnataka tally now at ,yearold Dharwad man tests positive for coronavirus Karnataka tally now at ,yearold Dharwad man tests positive for coronavirus Karnataka tally now at ,yearold dharwad man tests positive for coronavirus karnataka tally now at ,yearold dharwad man tests positive for coronavirus karnataka tally now at ,yearold dharwad man tests positive for coronavirus karnataka tally now at ,"['yearold', 'dharwad', 'man', 'tests', 'positive', 'for', 'coronavirus', 'karnataka', 'tally', 'now', 'at']","['yearold', 'dharwad', 'man', 'tests', 'positive', 'coronavirus', 'karnataka', 'tally']",yearold dharwad man test posit coronaviru karnataka talli,yearold dharwad man test positive coronavirus karnataka tally
2841,2841,"Sound of gratitude, victory: PM Modi on people cheering COVID-19 'fighters'",1,1,Sound of gratitude victory PM Modi on people cheering COVID fighters,Sound of gratitude victory PM Modi on people cheering COVID fighters,Sound of gratitude victory PM Modi on people cheering COVID fighters,Sound of gratitude victory PM Modi on people cheering COVID fighters,sound of gratitude victory pm modi on people cheering covid fighters,sound of gratitude victory pm modi on people cheering covid fighters,sound of gratitude victory pm modi on people cheering covid fighters,"['sound', 'of', 'gratitude', 'victory', 'pm', 'modi', 'on', 'people', 'cheering', 'covid', 'fighters']","['sound', 'gratitude', 'victory', 'pm', 'modi', 'people', 'cheering', 'covid', 'fighters']",sound gratitud victori pm modi peopl cheer covid fighter,sound gratitude victory pm modi people cheering covid fighter
2842,2842,Prasad settles case with Tharoor over his 'murder accused' remark,0,0,Prasad settles case with Tharoor over his murder accused remark,Prasad settles case with Tharoor over his murder accused remark,Prasad settles case with Tharoor over his murder accused remark,Prasad settles case with Tharoor over his murder accused remark,prasad settles case with tharoor over his murder accused remark,prasad settles case with tharoor over his murder accused remark,prasad settles case with tharoor over his murder accused remark,"['prasad', 'settles', 'case', 'with', 'tharoor', 'over', 'his', 'murder', 'accused', 'remark']","['prasad', 'settles', 'case', 'tharoor', 'murder', 'accused', 'remark']",prasad settl case tharoor murder accus remark,prasad settle case tharoor murder accused remark
2843,2843,Bodies of 17 missing security personnel recovered in Chhattisgarh,0,0,Bodies of  missing security personnel recovered in Chhattisgarh,Bodies of  missing security personnel recovered in Chhattisgarh,Bodies of  missing security personnel recovered in Chhattisgarh,Bodies of  missing security personnel recovered in Chhattisgarh,bodies of  missing security personnel recovered in chhattisgarh,bodies of  missing security personnel recovered in chhattisgarh,bodies of  missing security personnel recovered in chhattisgarh,"['bodies', 'of', 'missing', 'security', 'personnel', 'recovered', 'in', 'chhattisgarh']","['bodies', 'missing', 'security', 'personnel', 'recovered', 'chhattisgarh']",bodi miss secur personnel recov chhattisgarh,body missing security personnel recovered chhattisgarh
2844,2844,Gujarat to reveal names of COVID-19 positive people soon: Deputy CM,1,0,Gujarat to reveal names of COVID positive people soon Deputy CM,Gujarat to reveal names of COVID positive people soon Deputy CM,Gujarat to reveal names of COVID positive people soon Deputy CM,Gujarat to reveal names of COVID positive people soon Deputy CM,gujarat to reveal names of covid positive people soon deputy cm,gujarat to reveal names of covid positive people soon deputy cm,gujarat to reveal names of covid positive people soon deputy cm,"['gujarat', 'to', 'reveal', 'names', 'of', 'covid', 'positive', 'people', 'soon', 'deputy', 'cm']","['gujarat', 'reveal', 'names', 'covid', 'positive', 'people', 'soon', 'deputy', 'cm']",gujarat reveal name covid posit peopl soon deputi cm,gujarat reveal name covid positive people soon deputy cm
2845,2845,Indian govt asks social media platforms to remove fake info on COVID-19,1,0,Indian govt asks social media platforms to remove fake info on COVID,Indian govt asks social media platforms to remove fake info on COVID,Indian govt asks social media platforms to remove fake info on COVID,Indian govt asks social media platforms to remove fake info on COVID,indian govt asks social media platforms to remove fake info on covid,indian govt asks social media platforms to remove fake info on covid,indian govt asks social media platforms to remove fake info on covid,"['indian', 'govt', 'asks', 'social', 'media', 'platforms', 'to', 'remove', 'fake', 'info', 'on', 'covid']","['indian', 'govt', 'asks', 'social', 'media', 'platforms', 'remove', 'fake', 'info', 'covid']",indian govt ask social media platform remov fake info covid,indian govt asks social medium platform remove fake info covid
2846,2846,Death toll from coronavirus in India rises to 5 as 63-year-old dies in Mumbai,1,0,Death toll from coronavirus in India rises to  as yearold dies in Mumbai,Death toll from coronavirus in India rises to  as yearold dies in Mumbai,Death toll from coronavirus in India rises to  as yearold dies in Mumbai,Death toll from coronavirus in India rises to  as yearold dies in Mumbai,death toll from coronavirus in india rises to  as yearold dies in mumbai,death toll from coronavirus in india rises to  as yearold dies in mumbai,death toll from coronavirus in india rises to  as yearold dies in mumbai,"['death', 'toll', 'from', 'coronavirus', 'in', 'india', 'rises', 'to', 'as', 'yearold', 'dies', 'in', 'mumbai']","['death', 'toll', 'coronavirus', 'india', 'rises', 'yearold', 'dies', 'mumbai']",death toll coronaviru india rise yearold die mumbai,death toll coronavirus india rise yearold dy mumbai
2847,2847,Coronavirus cases in India rise to 341,1,0,Coronavirus cases in India rise to ,Coronavirus cases in India rise to ,Coronavirus cases in India rise to ,Coronavirus cases in India rise to ,coronavirus cases in india rise to ,coronavirus cases in india rise to ,coronavirus cases in india rise to ,"['coronavirus', 'cases', 'in', 'india', 'rise', 'to']","['coronavirus', 'cases', 'india', 'rise']",coronaviru case india rise,coronavirus case india rise
2848,2848,Coronavirus cases in India reach 315 after country records biggest one-day jump,1,0,Coronavirus cases in India reach  after country records biggest oneday jump,Coronavirus cases in India reach  after country records biggest oneday jump,Coronavirus cases in India reach  after country records biggest oneday jump,Coronavirus cases in India reach  after country records biggest oneday jump,coronavirus cases in india reach  after country records biggest oneday jump,coronavirus cases in india reach  after country records biggest oneday jump,coronavirus cases in india reach  after country records biggest oneday jump,"['coronavirus', 'cases', 'in', 'india', 'reach', 'after', 'country', 'records', 'biggest', 'oneday', 'jump']","['coronavirus', 'cases', 'india', 'reach', 'country', 'records', 'biggest', 'oneday', 'jump']",coronaviru case india reach countri record biggest oneday jump,coronavirus case india reach country record biggest oneday jump
2849,2849,Rajasthan becomes 1st state to announce lockdown from March 22 to March 31,1,0,Rajasthan becomes st state to announce lockdown from March  to March ,Rajasthan becomes st state to announce lockdown from March  to March ,Rajasthan becomes st state to announce lockdown from March  to March ,Rajasthan becomes st state to announce lockdown from March  to March ,rajasthan becomes st state to announce lockdown from march  to march ,rajasthan becomes st state to announce lockdown from march  to march ,rajasthan becomes st state to announce lockdown from march  to march ,"['rajasthan', 'becomes', 'st', 'state', 'to', 'announce', 'lockdown', 'from', 'march', 'to', 'march']","['rajasthan', 'becomes', 'st', 'state', 'announce', 'lockdown', 'march', 'march']",rajasthan becom st state announc lockdown march march,rajasthan becomes st state announce lockdown march march
2850,2850,Number of coronavirus cases in India rises to 324,1,0,Number of coronavirus cases in India rises to ,Number of coronavirus cases in India rises to ,Number of coronavirus cases in India rises to ,Number of coronavirus cases in India rises to ,number of coronavirus cases in india rises to ,number of coronavirus cases in india rises to ,number of coronavirus cases in india rises to ,"['number', 'of', 'coronavirus', 'cases', 'in', 'india', 'rises', 'to']","['number', 'coronavirus', 'cases', 'india', 'rises']",number coronaviru case india rise,number coronavirus case india rise
2851,2851,"38-year-old from Bihar youngest to die of coronavirus in India, death toll rises to 6",1,0,yearold from Bihar youngest to die of coronavirus in India death toll rises to ,yearold from Bihar youngest to die of coronavirus in India death toll rises to ,yearold from Bihar youngest to die of coronavirus in India death toll rises to ,yearold from Bihar youngest to die of coronavirus in India death toll rises to ,yearold from bihar youngest to die of coronavirus in india death toll rises to ,yearold from bihar youngest to die of coronavirus in india death toll rises to ,yearold from bihar youngest to die of coronavirus in india death toll rises to ,"['yearold', 'from', 'bihar', 'youngest', 'to', 'die', 'of', 'coronavirus', 'in', 'india', 'death', 'toll', 'rises', 'to']","['yearold', 'bihar', 'youngest', 'die', 'coronavirus', 'india', 'death', 'toll', 'rises']",yearold bihar youngest die coronaviru india death toll rise,yearold bihar youngest die coronavirus india death toll rise
2852,2852,Indian Railways cancels all passenger trains till Mar 31 amid coronavirus outbreak,1,0,Indian Railways cancels all passenger trains till Mar  amid coronavirus outbreak,Indian Railways cancels all passenger trains till Mar  amid coronavirus outbreak,Indian Railways cancels all passenger trains till Mar  amid coronavirus outbreak,Indian Railways cancels all passenger trains till Mar  amid coronavirus outbreak,indian railways cancels all passenger trains till mar  amid coronavirus outbreak,indian railways cancels all passenger trains till mar  amid coronavirus outbreak,indian railways cancels all passenger trains till mar  amid coronavirus outbreak,"['indian', 'railways', 'cancels', 'all', 'passenger', 'trains', 'till', 'mar', 'amid', 'coronavirus', 'outbreak']","['indian', 'railways', 'cancels', 'passenger', 'trains', 'till', 'mar', 'amid', 'coronavirus', 'outbreak']",indian railway cancel passeng train till mar amid coronaviru outbreak,indian railway cancel passenger train till mar amid coronavirus outbreak
2853,2853,Punjab announces lockdown till March 31 as COVID-19 cases cross 300 in India,1,0,Punjab announces lockdown till March  as COVID cases cross  in India,Punjab announces lockdown till March  as COVID cases cross  in India,Punjab announces lockdown till March  as COVID cases cross  in India,Punjab announces lockdown till March  as COVID cases cross  in India,punjab announces lockdown till march  as covid cases cross  in india,punjab announces lockdown till march  as covid cases cross  in india,punjab announces lockdown till march  as covid cases cross  in india,"['punjab', 'announces', 'lockdown', 'till', 'march', 'as', 'covid', 'cases', 'cross', 'in', 'india']","['punjab', 'announces', 'lockdown', 'till', 'march', 'covid', 'cases', 'cross', 'india']",punjab announc lockdown till march covid case cross india,punjab announces lockdown till march covid case cross india
2854,2854,"Global coronavirus deaths cross 13,000, positive cases exceed 3,00,000",1,0,Global coronavirus deaths cross  positive cases exceed ,Global coronavirus deaths cross  positive cases exceed ,Global coronavirus deaths cross  positive cases exceed ,Global coronavirus deaths cross  positive cases exceed ,global coronavirus deaths cross  positive cases exceed ,global coronavirus deaths cross  positive cases exceed ,global coronavirus deaths cross  positive cases exceed ,"['global', 'coronavirus', 'deaths', 'cross', 'positive', 'cases', 'exceed']","['global', 'coronavirus', 'deaths', 'cross', 'positive', 'cases', 'exceed']",global coronaviru death cross posit case exceed,global coronavirus death cross positive case exceed
2855,2855,Punjab govt to put notices on doors of COVID-19 suspects isolated at home,1,0,Punjab govt to put notices on doors of COVID suspects isolated at home,Punjab govt to put notices on doors of COVID suspects isolated at home,Punjab govt to put notices on doors of COVID suspects isolated at home,Punjab govt to put notices on doors of COVID suspects isolated at home,punjab govt to put notices on doors of covid suspects isolated at home,punjab govt to put notices on doors of covid suspects isolated at home,punjab govt to put notices on doors of covid suspects isolated at home,"['punjab', 'govt', 'to', 'put', 'notices', 'on', 'doors', 'of', 'covid', 'suspects', 'isolated', 'at', 'home']","['punjab', 'govt', 'put', 'notices', 'doors', 'covid', 'suspects', 'isolated', 'home']",punjab govt put notic door covid suspect isol home,punjab govt put notice door covid suspect isolated home
2856,2856,"Govt releases guidelines for coronavirus tests in private labs, puts limit on cost",1,1,Govt releases guidelines for coronavirus tests in private labs puts limit on cost,Govt releases guidelines for coronavirus tests in private labs puts limit on cost,Govt releases guidelines for coronavirus tests in private labs puts limit on cost,Govt releases guidelines for coronavirus tests in private labs puts limit on cost,govt releases guidelines for coronavirus tests in private labs puts limit on cost,govt releases guidelines for coronavirus tests in private labs puts limit on cost,govt releases guidelines for coronavirus tests in private labs puts limit on cost,"['govt', 'releases', 'guidelines', 'for', 'coronavirus', 'tests', 'in', 'private', 'labs', 'puts', 'limit', 'on', 'cost']","['govt', 'releases', 'guidelines', 'coronavirus', 'tests', 'private', 'labs', 'puts', 'limit', 'cost']",govt releas guidelin coronaviru test privat lab put limit cost,govt release guideline coronavirus test private lab put limit cost
2857,2857,Flight with 263 students from coronavirus-hit Rome lands in Delhi,1,1,Flight with  students from coronavirushit Rome lands in Delhi,Flight with  students from coronavirushit Rome lands in Delhi,Flight with  students from coronavirushit Rome lands in Delhi,Flight with  students from coronavirushit Rome lands in Delhi,flight with  students from coronavirushit rome lands in delhi,flight with  students from coronavirushit rome lands in delhi,flight with  students from coronavirushit rome lands in delhi,"['flight', 'with', 'students', 'from', 'coronavirushit', 'rome', 'lands', 'in', 'delhi']","['flight', 'students', 'coronavirushit', 'rome', 'lands', 'delhi']",flight student coronavirushit rome land delhi,flight student coronavirushit rome land delhi
2858,2858,Punjab Police dances to 'Baari Barsi' to spread awareness about COVID-19,1,1,Punjab Police dances to Baari Barsi to spread awareness about COVID,Punjab Police dances to Baari Barsi to spread awareness about COVID,Punjab Police dances to Baari Barsi to spread awareness about COVID,Punjab Police dances to Baari Barsi to spread awareness about COVID,punjab police dances to baari barsi to spread awareness about covid,punjab police dances to baari barsi to spread awareness about covid,punjab police dances to baari barsi to spread awareness about covid,"['punjab', 'police', 'dances', 'to', 'baari', 'barsi', 'to', 'spread', 'awareness', 'about', 'covid']","['punjab', 'police', 'dances', 'baari', 'barsi', 'spread', 'awareness', 'covid']",punjab polic danc baari barsi spread awar covid,punjab police dance baari barsi spread awareness covid
2859,2859,MP COVID-19 patient evades screening; booked as employees show symptoms,1,0,MP COVID patient evades screening booked as employees show symptoms,MP COVID patient evades screening booked as employees show symptoms,MP COVID patient evades screening booked as employees show symptoms,MP COVID patient evades screening booked as employees show symptoms,mp covid patient evades screening booked as employees show symptoms,mp covid patient evades screening booked as employees show symptoms,mp covid patient evades screening booked as employees show symptoms,"['mp', 'covid', 'patient', 'evades', 'screening', 'booked', 'as', 'employees', 'show', 'symptoms']","['mp', 'covid', 'patient', 'evades', 'screening', 'booked', 'employees', 'show', 'symptoms']",mp covid patient evad screen book employe show symptom,mp covid patient evades screening booked employee show symptom
2860,2860,"4-year-old girl found negative after coronavirus retest, no cases in Assam so far",1,1,yearold girl found negative after coronavirus retest no cases in Assam so far,yearold girl found negative after coronavirus retest no cases in Assam so far,yearold girl found negative after coronavirus retest no cases in Assam so far,yearold girl found negative after coronavirus retest no cases in Assam so far,yearold girl found negative after coronavirus retest no cases in assam so far,yearold girl found negative after coronavirus retest no cases in assam so far,yearold girl found negative after coronavirus retest no cases in assam so far,"['yearold', 'girl', 'found', 'negative', 'after', 'coronavirus', 'retest', 'no', 'cases', 'in', 'assam', 'so', 'far']","['yearold', 'girl', 'found', 'negative', 'coronavirus', 'retest', 'cases', 'assam', 'far']",yearold girl found neg coronaviru retest case assam far,yearold girl found negative coronavirus retest case assam far
2861,2861,"Viral message says clapping together will kill coronavirus, govt calls it fake",1,0,Viral message says clapping together will kill coronavirus govt calls it fake,Viral message says clapping together will kill coronavirus govt calls it fake,Viral message says clapping together will kill coronavirus govt calls it fake,Viral message says clapping together will kill coronavirus govt calls it fake,viral message says clapping together will kill coronavirus govt calls it fake,viral message says clapping together will kill coronavirus govt calls it fake,viral message says clapping together will kill coronavirus govt calls it fake,"['viral', 'message', 'says', 'clapping', 'together', 'will', 'kill', 'coronavirus', 'govt', 'calls', 'it', 'fake']","['viral', 'message', 'says', 'clapping', 'together', 'kill', 'coronavirus', 'govt', 'calls', 'fake']",viral messag say clap togeth kill coronaviru govt call fake,viral message say clapping together kill coronavirus govt call fake
2862,2862,Don't go for coronavirus testing just for fashion: Health Ministry,1,0,Dont go for coronavirus testing just for fashion Health Ministry,Dont go for coronavirus testing just for fashion Health Ministry,Dont go for coronavirus testing just for fashion Health Ministry,Dont go for coronavirus testing just for fashion Health Ministry,dont go for coronavirus testing just for fashion health ministry,dont go for coronavirus testing just for fashion health ministry,dont go for coronavirus testing just for fashion health ministry,"['dont', 'go', 'for', 'coronavirus', 'testing', 'just', 'for', 'fashion', 'health', 'ministry']","['dont', 'go', 'coronavirus', 'testing', 'fashion', 'health', 'ministry']",dont go coronaviru test fashion health ministri,dont go coronavirus testing fashion health ministry
2863,2863,HC judge donates 1-month salary to help workers affected by COVID-19 shutdown,1,1,HC judge donates month salary to help workers affected by COVID shutdown,HC judge donates month salary to help workers affected by COVID shutdown,HC judge donates month salary to help workers affected by COVID shutdown,HC judge donates month salary to help workers affected by COVID shutdown,hc judge donates month salary to help workers affected by covid shutdown,hc judge donates month salary to help workers affected by covid shutdown,hc judge donates month salary to help workers affected by covid shutdown,"['hc', 'judge', 'donates', 'month', 'salary', 'to', 'help', 'workers', 'affected', 'by', 'covid', 'shutdown']","['hc', 'judge', 'donates', 'month', 'salary', 'help', 'workers', 'affected', 'covid', 'shutdown']",hc judg donat month salari help worker affect covid shutdown,hc judge donates month salary help worker affected covid shutdown
2864,2864,"K'taka to close borders, postpone SSLC exams, elections amid COVID-19 scare",1,0,Ktaka to close borders postpone SSLC exams elections amid COVID scare,Ktaka to close borders postpone SSLC exams elections amid COVID scare,Ktaka to close borders postpone SSLC exams elections amid COVID scare,Ktaka to close borders postpone SSLC exams elections amid COVID scare,ktaka to close borders postpone sslc exams elections amid covid scare,ktaka to close borders postpone sslc exams elections amid covid scare,ktaka to close borders postpone sslc exams elections amid covid scare,"['ktaka', 'to', 'close', 'borders', 'postpone', 'sslc', 'exams', 'elections', 'amid', 'covid', 'scare']","['ktaka', 'close', 'borders', 'postpone', 'sslc', 'exams', 'elections', 'amid', 'covid', 'scare']",ktaka close border postpon sslc exam elect amid covid scare,ktaka close border postpone sslc exam election amid covid scare
2865,2865,Our determination will defeat COVID-19: PM Modi as 'Janata Curfew' begins,1,1,Our determination will defeat COVID PM Modi as Janata Curfew begins,Our determination will defeat COVID PM Modi as Janata Curfew begins,Our determination will defeat COVID PM Modi as Janata Curfew begins,Our determination will defeat COVID PM Modi as Janata Curfew begins,our determination will defeat covid pm modi as janata curfew begins,our determination will defeat covid pm modi as janata curfew begins,our determination will defeat covid pm modi as janata curfew begins,"['our', 'determination', 'will', 'defeat', 'covid', 'pm', 'modi', 'as', 'janata', 'curfew', 'begins']","['determination', 'defeat', 'covid', 'pm', 'modi', 'janata', 'curfew', 'begins']",determin defeat covid pm modi janata curfew begin,determination defeat covid pm modi janata curfew begin
2866,2866,Jamia students temporarily call off CAA protest over coronavirus,1,0,Jamia students temporarily call off CAA protest over coronavirus,Jamia students temporarily call off CAA protest over coronavirus,Jamia students temporarily call off CAA protest over coronavirus,Jamia students temporarily call off CAA protest over coronavirus,jamia students temporarily call off caa protest over coronavirus,jamia students temporarily call off caa protest over coronavirus,jamia students temporarily call off caa protest over coronavirus,"['jamia', 'students', 'temporarily', 'call', 'off', 'caa', 'protest', 'over', 'coronavirus']","['jamia', 'students', 'temporarily', 'call', 'caa', 'protest', 'coronavirus']",jamia student temporarili call caa protest coronaviru,jamia student temporarily call caa protest coronavirus
2867,2867,Tamil Nadu extends 'Janata Curfew' till Monday 5 am,1,0,Tamil Nadu extends Janata Curfew till Monday  am,Tamil Nadu extends Janata Curfew till Monday  am,Tamil Nadu extends Janata Curfew till Monday  am,Tamil Nadu extends Janata Curfew till Monday  am,tamil nadu extends janata curfew till monday  am,tamil nadu extends janata curfew till monday  am,tamil nadu extends janata curfew till monday  am,"['tamil', 'nadu', 'extends', 'janata', 'curfew', 'till', 'monday', 'am']","['tamil', 'nadu', 'extends', 'janata', 'curfew', 'till', 'monday']",tamil nadu extend janata curfew till monday,tamil nadu extends janata curfew till monday
2868,2868,"Indian Railways cancels over 3,700 trains on Sunday amid COVID-19 scare",1,0,Indian Railways cancels over  trains on Sunday amid COVID scare,Indian Railways cancels over  trains on Sunday amid COVID scare,Indian Railways cancels over  trains on Sunday amid COVID scare,Indian Railways cancels over  trains on Sunday amid COVID scare,indian railways cancels over  trains on sunday amid covid scare,indian railways cancels over  trains on sunday amid covid scare,indian railways cancels over  trains on sunday amid covid scare,"['indian', 'railways', 'cancels', 'over', 'trains', 'on', 'sunday', 'amid', 'covid', 'scare']","['indian', 'railways', 'cancels', 'trains', 'sunday', 'amid', 'covid', 'scare']",indian railway cancel train sunday amid covid scare,indian railway cancel train sunday amid covid scare
2869,2869,"TRS leaders party at Telangana resort amid COVID-19 scare, video surfaces",1,0,TRS leaders party at Telangana resort amid COVID scare video surfaces,TRS leaders party at Telangana resort amid COVID scare video surfaces,TRS leaders party at Telangana resort amid COVID scare video surfaces,TRS leaders party at Telangana resort amid COVID scare video surfaces,trs leaders party at telangana resort amid covid scare video surfaces,trs leaders party at telangana resort amid covid scare video surfaces,trs leaders party at telangana resort amid covid scare video surfaces,"['trs', 'leaders', 'party', 'at', 'telangana', 'resort', 'amid', 'covid', 'scare', 'video', 'surfaces']","['trs', 'leaders', 'party', 'telangana', 'resort', 'amid', 'covid', 'scare', 'video', 'surfaces']",tr leader parti telangana resort amid covid scare video surfac,trs leader party telangana resort amid covid scare video surface
2870,2870,K'taka official suspended as video shows him improperly screening commuters,1,0,Ktaka official suspended as video shows him improperly screening commuters,Ktaka official suspended as video shows him improperly screening commuters,Ktaka official suspended as video shows him improperly screening commuters,Ktaka official suspended as video shows him improperly screening commuters,ktaka official suspended as video shows him improperly screening commuters,ktaka official suspended as video shows him improperly screening commuters,ktaka official suspended as video shows him improperly screening commuters,"['ktaka', 'official', 'suspended', 'as', 'video', 'shows', 'him', 'improperly', 'screening', 'commuters']","['ktaka', 'official', 'suspended', 'video', 'shows', 'improperly', 'screening', 'commuters']",ktaka offici suspend video show improperli screen commut,ktaka official suspended video show improperly screening commuter
2871,2871,"Swara, Zeeshan ask to halt Shaheen Bagh protests until COVID-19 threat is gone",1,1,Swara Zeeshan ask to halt Shaheen Bagh protests until COVID threat is gone,Swara Zeeshan ask to halt Shaheen Bagh protests until COVID threat is gone,Swara Zeeshan ask to halt Shaheen Bagh protests until COVID threat is gone,Swara Zeeshan ask to halt Shaheen Bagh protests until COVID threat is gone,swara zeeshan ask to halt shaheen bagh protests until covid threat is gone,swara zeeshan ask to halt shaheen bagh protests until covid threat is gone,swara zeeshan ask to halt shaheen bagh protests until covid threat is gone,"['swara', 'zeeshan', 'ask', 'to', 'halt', 'shaheen', 'bagh', 'protests', 'until', 'covid', 'threat', 'is', 'gone']","['swara', 'zeeshan', 'ask', 'halt', 'shaheen', 'bagh', 'protests', 'covid', 'threat', 'gone']",swara zeeshan ask halt shaheen bagh protest covid threat gone,swara zeeshan ask halt shaheen bagh protest covid threat gone
2872,2872,Woman kills her 3-month-old & 2.5-yr-old kids by throwing them in water tank,0,0,Woman kills her monthold  yrold kids by throwing them in water tank,Woman kills her monthold  yrold kids by throwing them in water tank,Woman kills her monthold  yrold kids by throwing them in water tank,Woman kills her monthold  yrold kids by throwing them in water tank,woman kills her monthold  yrold kids by throwing them in water tank,woman kills her monthold  yrold kids by throwing them in water tank,woman kills her monthold  yrold kids by throwing them in water tank,"['woman', 'kills', 'her', 'monthold', 'yrold', 'kids', 'by', 'throwing', 'them', 'in', 'water', 'tank']","['woman', 'kills', 'monthold', 'yrold', 'kids', 'throwing', 'water', 'tank']",woman kill monthold yrold kid throw water tank,woman kill monthold yrold kid throwing water tank
2873,2873,Odisha announces week-long lockdown of 40% of state from tomorrow,1,0,Odisha announces weeklong lockdown of  of state from tomorrow,Odisha announces weeklong lockdown of  of state from tomorrow,Odisha announces weeklong lockdown of  of state from tomorrow,Odisha announces weeklong lockdown of  of state from tomorrow,odisha announces weeklong lockdown of  of state from tomorrow,odisha announces weeklong lockdown of  of state from tomorrow,odisha announces weeklong lockdown of  of state from tomorrow,"['odisha', 'announces', 'weeklong', 'lockdown', 'of', 'of', 'state', 'from', 'tomorrow']","['odisha', 'announces', 'weeklong', 'lockdown', 'state', 'tomorrow']",odisha announc weeklong lockdown state tomorrow,odisha announces weeklong lockdown state tomorrow
